# 2016-12-06 (v3.2)
# A B S T
0	
1	길
2	불 샤드
3	얼음 샤드
4	바람 샤드
5	땅 샤드
6	번개 샤드
7	물 샤드
8	불 크리스탈
9	얼음 크리스탈
10	바람 크리스탈
11	땅 크리스탈
12	번개 크리스탈
13	물 크리스탈
14	불 클러스터
15	얼음 클러스터
16	바람 클러스터
17	땅 클러스터
18	번개 클러스터
19	물 클러스터
20	흑와단 군표
21	쌍사당 군표
22	불멸대 군표
23	알라그 석판: 철학
24	알라그 석판: 신화
25	명예 점수
26	알라그 석판: 전기
27	동맹 휘장
28	알라그 석판: 시학
29	맨더빌 골드 소서 포인트
30	알라그 석판: 법전
31	알라그 석판: 금서
32	알라그 석판: 전승
33	
34	
35	
36	
37	
38	
39	
40	
41	
42	
43	
44	
45	
46	
47	
48	
49	
50	
51	
52	
53	
54	
55	
56	
57	
58	
59	
60	
61	
62	
63	
64	
65	
66	
67	
68	
69	
70	
71	
72	
73	
74	
75	
76	
77	
78	
79	
80	
81	
82	
83	
84	
85	
86	
87	
88	
89	
90	
91	
92	
93	
94	
95	
96	
97	
98	
99	
100	구식 글라디우스
101	구식 단검
102	구식 스파타
103	구식 암흑의 단검
104	구식 침묵의 단검
105	구식 황동 글라디우스
106	구식 황동 단검
107	구식 마비의 단검
108	구식 수면의 단검
109	구식 마쿠아후이틀
110	구식 철제 글라디우스
111	구식 철제 단검
112	구식 철제 스파타
113	구식 광란의 단검
114	구식 독의 단검
115	구식 느릅나무 마쿠아후이틀
116	구식 밀랍 스파타
117	구식 언월도
118	구식 쇼트소드
119	구식 호두나무 마쿠아후이틀
120	구식 롱소드
121	구식 톱니 언월도
122	구식 콘도르 마쿠아후이틀
123	구식 떡갈나무 마쿠아후이틀
124	구식 호라
125	구식 히만테스
126	구식 금속 너클
127	구식 세스터스
128	구식 황동 너클
129	구식 등딱지 호라
130	구식 두꺼비 세스터스
131	구식 가시 너클
132	구식 멧돼지 히만테스
133	구식 바그나크
134	구식 대왕게 호라
135	구식 질식의 바그나크
136	구식 치명의 바그나크
137	구식 독뿔도마뱀 세스터스
138	구식 옥 호라
139	구식 전쟁도끼
140	구식 양날도끼
141	구식 가시 양날도끼
142	구식 폭풍 도끼
143	구식 철제 전쟁도끼
144	구식 철제 양날도끼
145	구식 철제 가시 양날도끼
146	구식 지옥불 도끼
147	구식 굽은날도끼
148	구식 긴날도끼
149	구식 낫도끼
150	구식 번개폭풍 도끼
151	구식 문장 굽은날도끼
152	구식 창
153	구식 작살창
154	구식 깃털 작살창
155	구식 황동 창
156	구식 철제 창
157	구식 랜스
158	구식 등딱지 작살창
159	구식 갈고리창
160	구식 전투용 갈래창
161	구식 중기창
162	구식 긴다리거미 작살창
163	구식 족장의 갈고리창
164	구식 기사 랜스
165	구식 미늘창
166	구식 단궁
167	구식 장궁
168	구식 느릅나무 단궁
169	구식 기수궁
170	구식 가죽 덧댄 장궁
171	구식 단궁 DX
172	구식 합성궁
173	구식 철제 기수궁
174	구식 물푸레나무 장궁
175	구식 가벼운 느릅나무 활
176	구식 딱정벌레 활
177	구식 장갑궁
178	구식 가죽 덧댄 물푸레나무 장궁
179	구식 떡갈나무 합성궁
180	구식 주목나무 장궁
181	구식 대왕게 활
182	구식 마법봉
183	구식 어린잎 마법봉
184	구식 불씨 마법봉
185	구식 미풍 마법봉
186	구식 전격 마법봉
187	구식 모래 마법봉
188	구식 물결 마법봉
